source,target
@inmediaref,@YoStartups
@inmediaref,@jensimmons
@inmediaref,@fabiochiusi
@inmediaref,@mitsuhiko
@inmediaref,@mitsuhiko
@inmediaref,@mitsuhiko
@inmediaref,@jamesrbuk
@inmediaref,@ContinuumIO
@inmediaref,@debcha
@inmediaref,@atomotic
@inmediaref,@pythontrending
@inmediaref,@brianonthescene
@inmediaref,@nlpapico
@inmediaref,@Oatmeal
@inmediaref,@SignoraRamsay
@inmediaref,@torontolibrary
@inmediaref,@fabiochiusi
@inmediaref,@mattmayo13
@inmediaref,@internetarchive
@inmediaref,@PunQuillity
@inmediaref,@Oatmeal
@inmediaref,@aubreymcfato
@inmediaref,@il_tempe
@inmediaref,@mitsuhiko
@inmediaref,@gbonanome
@inmediaref,@VladimirSucha
@inmediaref,@HughRundle
@inmediaref,@mlolplus
@inmediaref,@randal_olson
@inmediaref,@born2data
@inmediaref,@ScottDevTweets
@inmediaref,@ScottDevTweets
@inmediaref,@kdnuggets
@inmediaref,@ScottDevTweets
@inmediaref,@ImDataScientist
@inmediaref,@striphas
@inmediaref,@randal_olson
@inmediaref,@fraenrico
@inmediaref,@randal_olson
@inmediaref,@internetarchive
@inmediaref,@maxlath
@inmediaref,@maxlath
@inmediaref,@Oatmeal
@inmediaref,@lauratests
@inmediaref,@nicolaiarocci
@inmediaref,@storyneedle
@inmediaref,@lucacorsato
@inmediaref,@Hired_HQ
@inmediaref,@albertocairo
@inmediaref,@fraenrico
@inmediaref,@lumachino78
@inmediaref,@lumachino78
@inmediaref,@SciPyTip
@inmediaref,@GuggenheimPGC
@inmediaref,@lumachino78
@inmediaref,@Independent
@inmediaref,@dgouldin
@inmediaref,@randal_olson
@inmediaref,@POTUS44
@inmediaref,@siyafrica
@inmediaref,@betwyll
@inmediaref,@alescarazzato
@inmediaref,@aubreymcfato
@inmediaref,@GillaFiume
@inmediaref,@randal_olson
@inmediaref,@EssereAnimali
@inmediaref,@fraenrico
@inmediaref,@fraenrico
@inmediaref,@SocioVizNet
@inmediaref,@Valerio_Berra
@inmediaref,@randal_olson
@inmediaref,@albertocairo
@inmediaref,@atomotic
@inmediaref,@lumachino78
@inmediaref,@M_L_O_L
@inmediaref,@lazzurs
@inmediaref,@DataIsBeautiful
@inmediaref,@kirill_eremenko
@inmediaref,@mitsuhiko
@inmediaref,@tmarysuma
@inmediaref,@ContinuumIO
@inmediaref,@ContinuumIO
@inmediaref,@lucacorsato
@inmediaref,@antoniafalcone
@inmediaref,@lucacorsato
@inmediaref,@freeCodeCamp
@inmediaref,@2ndhalf_oracle
@inmediaref,@KhaledBeydoun
@inmediaref,@randal_olson
@inmediaref,@mitsuhiko
@inmediaref,@faveromarco
@inmediaref,@FennelAurora
@inmediaref,@verge
@inmediaref,@mlolplus
@inmediaref,@mantia
@inmediaref,@Labbufala
@inmediaref,@mante
@inmediaref,@spinozait
@inmediaref,@techreview
@inmediaref,@techreview
@inmediaref,@petrstehlik
@inmediaref,@ofux1
@inmediaref,@M_L_O_L
@inmediaref,@M_L_O_L
@inmediaref,@SMLabTO
@inmediaref,@pgbovine
@inmediaref,@EU_Commission
@inmediaref,@kirill_eremenko
@inmediaref,@InfonomicsToday
@inmediaref,@DataToViz
@inmediaref,@TANTlab
@inmediaref,@M_L_O_L
@inmediaref,@fraenrico
@inmediaref,@atomotic
@inmediaref,@JavaScriptKicks
@inmediaref,@ThePracticalDev
@inmediaref,@lobsters
@inmediaref,@M_L_O_L
@inmediaref,@gigicogo
@inmediaref,@albertocairo
@inmediaref,@aubreymcfato
@inmediaref,@doctorow
@inmediaref,@davewiner
@inmediaref,@mindspillage
@inmediaref,@aubreymcfato
@inmediaref,@CodeWisdom
@inmediaref,@joshuatopolsky
@inmediaref,@rawgraphs
@inmediaref,@SocioVizNet
@inmediaref,@SocioVizNet
@inmediaref,@AlessandroZonin
@inmediaref,@virnatwit
@inmediaref,@fraenrico
@inmediaref,@abmakulec
@inmediaref,@entertheduffer
@inmediaref,@NerinaFinetto
@inmediaref,@FrederickRolfe
@inmediaref,@FrederickRolfe
@inmediaref,@kaggle
@inmediaref,@SciPyTip
@inmediaref,@Grady_Booch
@inmediaref,@NdrCcc
@inmediaref,@ArsTechnicaUK
@inmediaref,@fraenrico
@inmediaref,@techreview
@inmediaref,@M_L_O_L
@inmediaref,@M_L_O_L
@inmediaref,@jeanneliedtka
@inmediaref,@justin_littman
@inmediaref,@CittadinidiTwtt
@inmediaref,@roncaglia
@inmediaref,@AngularJS_News
@inmediaref,@OpenRefine
@inmediaref,@PLAYmodena
@inmediaref,@lobsters
@inmediaref,@DataIsBeautiful
@inmediaref,@M_L_O_L
@inmediaref,@docker
@inmediaref,@M_L_O_L
@inmediaref,@pourmecoffee
@inmediaref,@marcobonzanini
@inmediaref,@andrewm4894
@inmediaref,@trent_hauck
@inmediaref,@aubreymcfato
@inmediaref,@cra
@inmediaref,@wikidata
@inmediaref,@kdnuggets
@inmediaref,@opendatadurban
@inmediaref,@thomasgpadilla
@inmediaref,@Grady_Booch
@inmediaref,@codinghorror
@inmediaref,@antoniafalcone
@inmediaref,@aubreymcfato
@inmediaref,@kdnuggets
@inmediaref,@FGRibreau
@inmediaref,@GianniBarlacchi
@inmediaref,@PacktPub
@inmediaref,@randal_olson
@inmediaref,@marcobonzanini
@inmediaref,@RzSkhr
@inmediaref,@malachi_sawyer
@inmediaref,@DominoDataLab
@inmediaref,@roncaglia
@inmediaref,@PacktPub
@inmediaref,@PacktPub
@inmediaref,@atomotic
@inmediaref,@ArturoResearch
@inmediaref,@BiblioSalaborsa
@inmediaref,@ArturoResearch
@inmediaref,@jfaltermeier
@inmediaref,@kaggle
@inmediaref,@kaggle
@inmediaref,@FrederickRolfe
@inmediaref,@lucasofri
@inmediaref,@LeftsideAnnie
@inmediaref,@EvoMRI
@inmediaref,@kaggle
